-4.431958436965942383e+00,-2.174269020557403564e+00
-4.138746976852416992e+00,-2.249495446681976318e+00
-3.845472455024719238e+00,-2.324473500251770020e+00
-3.552124977111816406e+00,-2.399169027805328369e+00
-3.258703470230098986e+00,-2.473570048809052402e+00
-2.965225458145141602e+00,-2.547748923301696777e+00
-2.671683430671691895e+00,-2.621672511100769043e+00
-2.378132462501525879e+00,-2.695564508438110352e+00
-2.084688484668731689e+00,-2.769878029823303223e+00
-1.791342973709106445e+00,-2.844578027725219727e+00
-1.498011469841007415e+00,-2.919333934783934659e+00
-1.204930484294891357e+00,-2.995061516761779785e+00
-9.136309623718261719e-01,-3.077352404594421387e+00
-6.237640082836151123e-01,-3.164578557014465332e+00
-3.337177932262420654e-01,-3.251203417778015137e+00
-4.201068356633186340e-02,-3.332040071487426758e+00
2.521463036537170410e-01,-3.403381466865539551e+00
5.496356636285781860e-01,-3.459100961685180664e+00
8.502893447875976562e-01,-3.493585109710693359e+00
1.152116477489471436e+00,-3.516165971755981445e+00
1.454667508602142334e+00,-3.525536894798278809e+00
1.757363498210906982e+00,-3.525831103324890137e+00
2.059999465942382812e+00,-3.519456505775451660e+00
2.362414002418518066e+00,-3.506305932998657227e+00
2.664708018302917480e+00,-3.493860125541687012e+00
2.951280474662780762e+00,-3.402757525444030762e+00
3.193713068962097168e+00,-3.222880959510803223e+00
3.392704963684082031e+00,-2.995284557342529297e+00
3.555866003036499023e+00,-2.740545034408569336e+00
3.694553971290588379e+00,-2.471506595611572266e+00
3.834524035453796387e+00,-2.203104972839355469e+00
3.977402567863464355e+00,-1.936239957809448242e+00
4.122317552566528320e+00,-1.670474529266357422e+00
4.267863631248474121e+00,-1.405053496360778809e+00
4.413038492202758789e+00,-1.139429509639739990e+00
4.555950403213500977e+00,-8.725832700729370117e-01
4.694730281829833984e+00,-6.035677045583724976e-01
4.828522920608520508e+00,-3.320354633033275604e-01
4.960092544555664062e+00,-5.941640585660934448e-02
4.960092544555664062e+00,-5.941640585660934448e-02
5.090037107467651367e+00,2.139793189708143473e-01
5.210012197494506836e+00,4.918672442436218262e-01
5.315039396286010742e+00,7.757270932197570801e-01
5.401182889938354492e+00,1.065851569175720215e+00
5.464375495910644531e+00,1.361793994903564453e+00
5.496291399002075195e+00,1.662640511989593506e+00
5.485744476318359375e+00,1.964841544628143311e+00
5.418300151824951172e+00,2.259372472763061523e+00
5.283308506011962891e+00,2.529401540756225586e+00
5.082123517990112305e+00,2.754435420036315474e+00
4.831339120864868164e+00,2.922816991806030273e+00
4.551105976104736328e+00,3.036204457283020020e+00
4.255750179290771484e+00,3.101169943809509277e+00
3.953950405120849609e+00,3.121689558029174805e+00
3.651485562324523926e+00,3.133805990219116211e+00
3.349040508270263672e+00,3.146419048309326172e+00
3.046606540679931641e+00,3.159280061721801758e+00
2.744173526763916016e+00,3.172170042991638184e+00
2.441753506660461426e+00,3.185359001159667969e+00
2.139338970184326172e+00,3.198686957359313965e+00
1.836879491806030273e+00,3.210770487785339355e+00
1.535115480422973633e+00,3.208881974220275879e+00
1.236065506935120295e+00,3.167461514472961426e+00
9.601454734802246094e-01,3.045780062675476074e+00
7.336372733116145461e-01,2.846533536911009854e+00
5.641885139048096187e-01,2.596648931503295010e+00
4.656958542764186859e-01,2.311260938644409180e+00
4.467900916934013367e-01,2.010203003883361816e+00
5.455259867012500763e-01,1.727126955986022949e+00
7.240636348724365234e-01,1.483215510845184326e+00
9.456071555614471436e-01,1.277592897415161133e+00
1.211416006088256836e+00,1.136907637119293213e+00
1.504101991653442383e+00,1.060022443532943726e+00
1.799002468585968018e+00,9.917419701814651489e-01
2.079109013080596924e+00,8.872110992670059204e-01
2.254077017307281494e+00,6.510277539491653442e-01
2.283023953437805176e+00,3.505724519491195679e-01
2.188006043434143066e+00,6.319955363869667053e-02
2.087869524955749512e+00,-2.224621493369340897e-01
1.978763937950134277e+00,-5.047792345285415649e-01
1.814152479171752930e+00,-7.578013241291046143e-01
1.595167040824890137e+00,-9.658007323741912842e-01
1.335004031658172607e+00,-1.119408071041107178e+00
1.049226075410844672e+00,-1.217991739511489202e+00
7.512769997119885801e-01,-1.270093113183975220e+00
4.491090625524520874e-01,-1.283578425645828247e+00
1.491208709776401520e-01,-1.243405967950820923e+00
-1.512759700417518616e-01,-1.206078499555587769e+00
-4.515075832605361938e-01,-1.167458504438400269e+00
-7.508167624473571777e-01,-1.122310519218444824e+00
-1.047847658395767212e+00,-1.064156979322433472e+00
-1.339856982231140137e+00,-9.847590029239654541e-01
-1.620802521705627441e+00,-8.727367073297500610e-01
-1.874994039535522461e+00,-7.096935361623764038e-01
-2.067873537540435791e+00,-4.784942865371704102e-01
-2.158797979354858398e+00,-1.916810944676399231e-01
-2.151575982570648193e+00,1.101625300943851471e-01
-2.117566943168640137e+00,4.109531939029693604e-01
-2.077486991882324219e+00,7.109748423099517822e-01
-2.022939503192901611e+00,1.008687436580657959e+00
-1.957749962806701660e+00,1.304286479949951172e+00
-1.889417529106140137e+00,1.599177479743957520e+00
-1.844921469688415527e+00,1.898433029651641846e+00
-1.829130470752716064e+00,2.200529098510742188e+00
-1.875580012798309326e+00,2.498575925827026367e+00
-2.002239942550659180e+00,2.772894978523254395e+00
-2.161595463752748802e+00,3.030119419097903055e+00
-2.366040945053100586e+00,3.252328991889953613e+00
-2.620321989059451795e+00,3.414989471435547763e+00
-2.908637523651126600e+00,3.504519939422607866e+00
-3.210089087486267090e+00,3.525660395622253418e+00
-3.510240554809570312e+00,3.489789366722106934e+00
-3.798704147338867188e+00,3.399406909942626953e+00
-4.065570950508117676e+00,3.257465958595275879e+00
-4.300778985023501200e+00,3.067627072334286886e+00
-4.496548652648925781e+00,2.837291955947875977e+00
-4.646253585815429688e+00,2.574709415435791016e+00
-4.745906591415405273e+00,2.289293050765991211e+00
-4.813889026641845703e+00,1.994319438934326172e+00
-4.882339715957641602e+00,1.699452996253967285e+00
-4.950794935226440430e+00,1.404587030410766602e+00
-5.019405364990234375e+00,1.109757602214813232e+00
-5.087833881378174716e+00,8.148857653140987312e-01
-5.156378507614134854e+00,5.200411528348958257e-01
-5.224901437759399414e+00,2.251912541687488556e-01
-5.293987989425659180e+00,-6.952501647174358368e-02
-5.364021062850952148e+00,-3.640183582901954651e-01
-5.432005405426024502e+00,-6.589919924735986312e-01
-5.489658117294311523e+00,-9.560028016567230225e-01
-5.492226362228393555e+00,-1.258024513721466064e+00
-5.413624048233032227e+00,-1.549089968204498291e+00
-5.243640899658203125e+00,-1.797791004180908203e+00
-5.003172874450683594e+00,-1.979863464832305908e+00
-4.724578857421875000e+00,-2.096864938735961914e+00
-4.431958436965942383e+00,-2.174269020557403564e+00
